Start time,End time,Transcript,English Translation,translate_claude
1818.2,1835.6,และเปิดเผยข้อมูลรวมถึงได้แจ้งให้บุคคลอื่นรับทราบนโยบายความคุ้มครองข้อมูลส่วนบุคคลของ fwd แล้วและรับรองว่า fwd และสำนักงานคปภสามารถเก็บรวบรวมใช้เปิดเผยข้อมูลส่วนบุคคลตามวัตถุประสงค์ในนโยบายของ fwd และสำนักงานคปภที่เกี่ยวข้องกับการประกันภัยอันนี้ยินยอมนะคะ,"and disclose information, including notifying other people of fwd's personal data protection policy and certifying that fwd and the OIC can collect, use, and disclose personal information according to the objectives in fwd and the OIC's policy. Related to this insurance, I agree.","And disclose information including notifying other persons of FWD's personal data protection policy and certify that FWD and the OIC can collect, use, disclose personal data for the purposes in FWD and the OIC's policies relating to this insurance consent."
1837.2,1886.7,คุณลูกค้ายินยอมให้ fwd เก็บรวบรวมใช้และเปิดเผยข้อมูลส่วนบุคคลเพื่อการวิเคราะห์ปรับปรุงผลิตภัณฑ์บริการอื่นๆคุณลูกค้ายินยอมนะคะค่ะคุณลูกค้ายินยอมให้ fwd เก็บรวบรวมและหรือใช้ข้อมูลส่วนบุคคลและข้อมูลส่วนบุคคลที่มีความอ่อนไหวเพื่อเสนอผลิตภัณฑ์บริการและข้อเสนอพิเศษอื่นรวมถึงโอนและหรือเปิดเผยแก่บริษัทคู่ค้าหรือบริษัทในเครือเพื่อการวิเคราะห์ปรับปรุงบริการผลิตภัณฑ์และอื่นๆรวมถึงการเสนอผลิตภัณฑ์บริการและข้อเสนอพิเศษอื่นๆคุณลูกค้ายินยอมนะคะค่ะหากในอนาคตค่ะคุณลูกค้ามีความประสงค์เปลี่ยนแปลงความยินยอมสามารถติดต่อผ่านศูนย์บริการลูกค้า 1351 ครั้งนี้ fwd ขอเรียนให้ทราบว่าการถอนความยินยอมในภายหลังจะทำให้ท่านเสียสิทธิ์ในการรับข้อเสนอผลิตภัณฑ์ข้อเสนอพิเศษอื่นพิเศษและข่าวสารต่างๆทั้ง 3 fwd และบริษัทคู่ค้าด้วยนะคะค่ะ,"The customer consents to fwd collecting, using and disclosing personal information for analysis and improving products and other services. The customer consents. The customer consents to fwd collecting and using personal information and sensitive personal information to offer. Products, services and other special offers, including transferring and or disclosing to partner companies or affiliated companies for analysis, improving services, products and others, including offering other products, services and special offers, the customer consents. If in the future you wish to change your consent, you can contact the Customer Service Center 1351. This time, fwd would like to inform you that withdrawing your consent later will cause you to lose your right to receive other special product offers. Specials and news from both 3 fwd and partner companies as well.","The customer agrees to allow FWD to collect, use and disclose personal information for product and service analysis and improvement. The customer agrees for FWD to collect, use and/or disclose personal information including sensitive personal information to offer products, services, and special offers including transferring and/or disclosing to partner companies or affiliates for analysis, service and product improvement, and offering products, services and special offers. The customer agrees. If in the future, the customer wishes to change consent, they can contact the customer service center 1351. However, FWD would like to inform that withdrawing consent later will result in the customer losing rights to receive special product offers and news from both FWD and partner companies."
1887.2,1947.0,ค่ะต่อไปค่ะคุณลูกค้าตัวนี้จะเป็นบทยืนยันนิดนึงนะคะผลประโยชน์ที่คุณลูกค้าจะได้รับนะคะดิฉันนะคะเชื้อราคุณโตนดนะคะใบอนุญาตนายหน้าเลขที่ 6603010588 ค่ะจากบริษัทไทยพาณิชย์โปรเทคจำกัดรับประกันภัยโดยบริษัท fwd ประกันชีวิตจำกัดมหาชนขออนุญาตยืนยันข้อมูลนะคะเพื่อเป็นการรับสมัครความคุ้มครองทางโทรศัพท์โดยไม่ต้องกรอกเอกสารการสมัครใดๆทั้งสิ้นขณะนี้ค่ะคุณนฤมลแสงทองมีอายุระหว่าง 20-50 ปีต้องการสมัครทำประกันชีวิตแบบตลอดชีวิตคุ้มครองโรคร้ายแรง 90 ปี 90/20 กับบริษัท fwd ประกันชีวิตจำกัดมหาชนดำเนินธุรกิจประกันชีวิตในประเทศไทยภายใต้การกำกับการกำกับดูแลของคปภดิฉันขอยืนยันผลประโยชน์ที่คุณนฤมลจะได้รับนะคะคุณนฤมลสมัครรับความคุ้มครองประกันชีวิตแบบตลอดชีวิตคุ้มครองโรคร้ายแรง 90/20 เลยผลประโยชน์ความคุ้มครองที่คุณนฤมลจะได้รับดังนี้ค่ะ 1 กรณีเจ็บป่วยด้วยโรคร้ายแรงโรคร้ายแรงระดับเริ่มต้น 4 โรคเช่นโรคมะเร็งระยะไม่ลุกลามบริษัทศึกษา 25% ของทุนประกันภัยได้อย่างช่วยแบ่งเบาภาระโดยบริษัทจะยกเว้นค่าเบี้ย,"Next, customers, this will be a bit of confirmation of the benefits that customers will receive. I am Mr. Fungus, Mr. Tond. Broker's license number 6603010588 from Siam Commercial Bank Protech Company Limited. Insurance by FWD Life Insurance Public Company Limited. Please allow me to confirm the information in order to apply for coverage over the phone without having to fill out any application documents at this time. Ms. Narumon Saengthong is between 20-50 years old and wants to apply for life insurance for the rest of her life. Critical illness coverage for 90 years 90/20 with FWD Life Assurance Public Company Limited operates life insurance business in Thailand under the supervision of the OIC. I would like to confirm the benefits that Khun Narumon will receive. Khun Narumon has applied for life insurance coverage. For life, critical illness coverage is 90/20. The benefits of coverage that Khun Narumon will receive are as follows: 1 case of serious illness, 4 initial serious diseases such as non-invasive cancer, the company studies 25% of the sum insured. Help ease the burden, with the company waiving the premium.","Next, dear customer, this will be a small confirmation regarding the benefits you will receive. My name is Nuttanon, a licensed insurance agent with license number 6603010588 from Thai Commercial Protect Co., Ltd., representing FWD Life Insurance Public Company Limited. Allow me to confirm the details for your telephone insurance application without any paperwork required. Currently, Ms. Naruemon Sangthong, aged between 20-50 years old, would like to apply for a whole life insurance plan with critical illness coverage until age 90, with a 20-year premium payment term, from FWD Life Insurance Public Company Limited, which operates life insurance business in Thailand under the supervision of the Office of Insurance Commission (OIC). 

Let me confirm the benefits Ms. Naruemon will receive. Ms. Naruemon is applying for a whole life insurance plan with critical illness coverage until age 90, with a 20-year premium payment term. The benefits Ms. Naruemon will receive are as follows:

1. In case of critical illness: For 4 early-stage critical illnesses such as early-stage cancer (non-invasive), the company will pay 25% of the sum assured to help alleviate financial burden, and premium waiver will be granted."
1947.2,2007.0,"ใครที่เหลือทันทีหลังจากได้รับวินิจฉัยว่าเจ็บปวดด้วยโรคร้ายแรงระดับเริ่มต้นค่ะโรคร้ายแรงระดับรุนแรง 15 โรคเช่นโรคมะเร็งระยะลุกลามโรคกล้ามเนื้อหัวใจการเฉียบพลันจากการขาดเลือดไตวายเรื้อรังโรคหลอดเลือดสมองแตกเกิดอาการโรคหลอดลมปอดอุดกั้นเรื้อรังข้างรุนแรงหรือโรคปอดระยะสุดท้ายบริษัทจะจ่าย 100% ของศูนย์ประกันภัยห่างไกลผลประโยชน์กรณีเจ็บป่วยด้วยโรคตาแดงระดับเริ่มต้นที่จ่ายไปแล้วโดยจำกัดเพียง 1 โรค 1 โรคร้ายแรงเท่านั้นและจ่ายผลประโยชน์นี้เพียงครั้งเดียวตลอดอายุกรมธรรม์ค่ะ 2 กรณีเสียชีวิตภายในระยะเวลาประกันภัยก่อนวันครบรอบปีกรมธรรม์ที่อายุ 90 ไปรับ 100% ของตัวประกันภัย 500,000 บาทค่ะหากลดผลประโยชน์กรณีจะเปิดฤดูกาลระดับเริ่มต้นที่แตกไปแล้วนะคะถ้ามี 3 กรณีมีชีวิตอยู่กรณีมีชีวิตอยู่นะวันครบกำหนดสัญญาปีกรมธรรม์ที่อายุ 50 ปีรับ 100% ของทุนประกันภัย 500,000 บาทค่ะก็ให้ผลประโยชน์กรณีเจ็บป่วยด้วยโรคร้ายแรงระดับเริ่มต้นที่แตกไปแล้วนะคะถ้ามีทางบริษัทจ่ายผลประโยชน์ตามข้อ 1 หรือ 2 หรือ 3 เป็นทุนประกันภัยและกรมธรรม์นี้จะสิ้นสุดแต่สิ้นผลบังคับทันทีค่ะโดยแบบประกันนี้มีข้อโตมีตัวอย่างข้อ","Whoever is left immediately after being diagnosed is suffering from an initial serious disease in 15 severe diseases such as advanced cancer, heart muscle disease, acute ischemic attack, chronic kidney failure, hemorrhagic stroke, bronchopulmonary disease. Severe chronic obstructive pulmonary disease or end-stage lung disease, the company will pay 100% of the insurance center for benefits in the case of initial conjunctivitis already paid, limited to 1 disease, 1 serious disease only, and pay the results. This benefit is only available once throughout the life of the policy. In the event of 2 deaths within the insurance period before the policy anniversary date at age 90, you will receive 100% of the insured amount of 500,000 baht if the benefit is reduced in the case of a different entry-level season. And if there are 3 cases of life, in the case of living on the contract expiration date of the policy year at age 50, receive 100% of the sum assured of 500,000 baht, it will provide benefits in the case of illness with an initial serious illness that has already broken. If there is a company that pays benefits according to number 1 or 2 or 3 as the insured sum and this policy will terminate but will cease to be effective immediately, this type of insurance has large clauses and examples of clauses.",NA
2007.2,2029.1,ยกเว้นดังนี้ค่ะ 1 5 ตัวตายภายใน 1 ปีนับตั้งแต่วันเริ่มมีผลคุ้มครองตามกรมธรรม์หรือถูกผู้รับผลประโยชน์ฆ่าตายค่ะ 2 ไม่เปิดเผยความจริงเลยแสดงความคิดบริษัทจะบอกล้างสัญญาภายใน 2 ปี 3 การเจ็บป่วยด้วยโรคร้ายแรงเกิดขึ้นก่อนวันเริ่มมีผลคุ้มครองหรือเกิดขึ้นภายในระยะเวลาไม่คุ้มครอง 90 วันนับแต่วันที่สัญญาเริ่มมีผลคุ้มครองทั้งนี้ค่ะคุณนฤมลสามารถศึกษารายละเอียดเพิ่มเติมได้จากอ่ากรมธรรม์ค่ะ,The exceptions are as follows: 1. 5 The body dies within 1 year from the effective date of coverage under the policy or is killed by the beneficiary. 2. Did not reveal the truth and expressed the idea that the company will cancel the contract within 2 years. 3. Illness with a serious disease. Happens before the effective date of coverage or occurs within the 90-day non-coverage period from the date the contract begins effective coverage. Mr. Narumon can study additional details from the policy reading.,"Except for the following: 1. 5 deaths within 1 year from the effective date of coverage under the policy or being killed by the beneficiary. 2. Not disclosing the truth, the company will cancel the contract within 2 years. 3. Serious illnesses that occurred before the effective date of coverage or occurred within the non-coverage period of 90 days from the date the policy became effective. Mrs. Narumon can study more details from the policy."
2030.3,2048.7,"คุณนฤมลค่ะตกลงยินยอมให้บริษัท fwd ประกันชีวิตจำกัดมหาชนเรียกเก็บค่าเบี้ยประกันภัยของครูนฤมลโดยชำระเบี้ยรายเดือนเป็นดำเนินเป็นจำนวนเงินงวดละ 1,485 บาทระยะเวลาการชำระเบี้ยประกันภัย 20 ปีผ่านบัญชีธนาคารออมทรัพย์อันนี้คุณลูกค้าตกลงนะคะค่ะรบกวนตอบตกลงให้นิดนึงค่ะ","Khun Narumon, I agree to allow FWD Life Insurance Public Company Limited to collect the premiums of Teacher Narumon by paying monthly premiums in the amount of 1,485 baht per installment for a period of 20 years of premium payment through a savings bank account. This, the customer agrees. Yes, please give me a small answer.","Ms. Narumon, please confirm that you agree to allow FWD Life Insurance Public Company Limited to collect the insurance premium for Ms. Narumon by paying a monthly installment of 1,485 baht for a period of 20 years through the savings bank account. Please confirm your agreement, Ms. Customer."
2049.6,2109.4,ตกลงค่ะขอบคุณค่ะหลังจากนี้ค่ะเมื่อกรมธรรม์ได้รับการอนุมัติแล้วค่ะคุณโอคุณนฤมลจะได้รับ SMS 2 ข้อความนะคะจาก fwd ที่ 1 จะแจ้งยืนยันกรมธรรม์ที่ได้รับการอนุมัติพร้อมลิงก์เข้าไปตรวจสอบอ่าข้อมูลกรมธรรม์รายละเอียดความคุ้มครองและรอบการชำระค่าเบี้ยเมื่อคุณนฤมลตรวจสอบเรียบร้อยแล้วกรุณากดยืนยันความถูกต้องของกรมธรรม์ที่ด้านล่างสุดด้วยค่ะส่วน SMS ที่ 2 จะเป็นลิงก์เพื่อยืนยันตัวตนสำหรับทาอ่าการทำประกันผ่านระบบ EK yc นะคะด้วยตนเองเป็นขั้นตอนสำคัญที่กฎหมายกำหนดและต้องใช้บัตรประชาชนประกอบด้วยนะคะเพื่อเป็นการรักษาผลประโยชน์อ่าความคุ้มครองของกรมธรรม์ให้มีผลบังคับอย่างต่อเนื่องกรุณาชำระเบี้ยประกันภัยเมื่อถึงกำหนดชำระทุกครั้งเพราะหากกรมธรรม์อายุค่ะคุณนฤมลจะต้องส่งหลักฐานแสดงว่ามีสุขภาพสมบูรณ์และสามารถทำประกันชีวิตต่อได้ตามเงื่อนไขอ่ากรมธรรม์หรือไม่ค่ะคุณสามารถเปลี่ยนแปลงวิธีการชำระเบี้ยประกันภัยหรือเปลี่ยนแปลงข้อมูลส่วนตัวเช่นที่อยู่เบอร์โทรอีเมลกรุณาติดต่อ fwd ที่ 13 ที่หมายเลข 1351 ค่ะคุณจะได้รับเล่มกรมธรรม์ประกันชีวิตภาย,"OK, thank you. After this, when the policy has been approved, Khun O Khun Narumon will receive 2 SMS messages from fwd no. 1, confirming that the policy has been approved along with a link to check and read the detailed policy information. Coverage and premium payment period. Once Mr. Narumon has verified, please click to confirm the correctness of the policy at the bottom. The second SMS will be a link to confirm your identity for you to apply for insurance through the EK system. yc in person is an important step required by law and must include an ID card in order to maintain the benefits and protection of the policy to be continuously effective. Please pay the premium when it is due every time because If the policy is expired, Khun Narumon must submit evidence showing that he is in perfect health and able to continue with life insurance according to the policy conditions or not. You can change the method of paying premiums or change personal information such as address, telephone number, email. Contact fwd at number 13 at number 1351. You will receive a life insurance policy book.","Okay, thank you. After this, when the policy is approved, you, Ms. Naruemon, will receive 2 SMS messages from FWD. The first one will confirm the approved policy and provide a link for you to check the policy details, coverage, and payment period. After you have checked, please confirm the accuracy of the policy at the bottom. The second SMS will be a link for identity verification for taking out insurance through the EK yc system. This is an important step required by law and you will need to use your national ID card to maintain the policy's coverage and continuity. Please make timely premium payments, as if the policy lapses, you will need to provide evidence of good health to be able to continue the insurance under the policy's conditions. You can change your payment method or personal details like address, phone number, or email by contacting FWD at 1351. You will receive the policy document within..."
2109.5,2169.3,ภายใน 10 วันทำการนับจากวันที่บริษัทอนุมัติรับประกันภัยกรุณาตรวจสอบความถูกต้องเงื่อนไขความคุ้มครองและข้อยกเว้นรวมถึงรายละเอียดต่างๆในกรมธรรม์ทางนี้ทางสำนักงานกปภกำหนดว่าภายใน 7 วันนับจากวันที่บริษัทรับจากวันที่ทางบริษัทได้จัดส่งกรมธรรม์จะมีเจ้าหน้าที่ติดต่ออีกครั้งเพื่อให้แน่ใจว่าคุณนฤมลได้รับกรมธรรม์เรียบร้อยแล้วนะคะหากคุณหากคุณนฤมลพิจารณารายละเอียดจากเล่มกรมธรรม์ได้มีความประสงค์ที่จะยกเลิกกรมธรรม์ประกันชีวิตคุณณัฐวุฒิมวลแสงทองสามารถแปลงเป็นลายลักษณ์อักษรให้กับเป็นลายลักษณ์อักษรให้ fwd ทราบภายใน 30 วันนับตั้งแต่วันที่ได้รับกรมธรรม์ประกันชีวิตค่ะโดยคุณนฤมลจะได้รับเบี้ยประกันชีวิตคืนเต็มจำนวนรวมถึงหากกรณีคุณลูกค้าประสงค์เวณคืนกรมธรรม์ก่อนครบกำหนดคุณลูกค้าอาจจะได้รับเงินคืนเป็นจำนวนน้อยกว่าเบี้ยประกันภัยที่จ่ายไปแล้วครั้งนี้ขึ้นอยู่กับระยะเวลาที่เวนคืนตามตารางท้ายกรมธรรม์ค่ะหากคุณนฤมลค่ะมีข้อสงสัยหรือต้องการข้อมูลเพิ่มเติมติดต่อได้ที่ 1314 SCB protect Call Center หรือแอป LINE official account satip มี protect นะคะกรณีไม่ได้รับเล่มกรมธรรม์,"Within 10 business days from the date the company approves the insurance, please check the accuracy of the conditions of coverage and exceptions, including various details in the policy. This way, the Provincial Waterworks Authority determines that within 7 days from the date the company receives it from On the day that the company has sent the policy, an official will contact you again to make sure that Mr. Narumon has received the policy. If you, Mr. Narumon, after considering the details from the policy booklet, wish to cancel the life insurance policy. Mr. Nattawut Muansaengthong can convert it in writing to FWD within 30 days from the date of receiving the life insurance policy. Mr. Narumon will receive a full refund of the life insurance premiums, including in the case that the customer wishes to When returning the policy before its maturity date, the customer may receive a refund in an amount less than the premium paid this time, depending on the surrender period according to the table at the end of the policy. If you have questions or need additional information, You can contact us at 1314 SCB protect Call Center or the LINE official account satip app. There is protection in case you don't receive the policy book.",NA
2169.4,2204.0,มีข้อสงสัยในรายละเอียดของรายละเอียดกรมธรรม์สอบถามได้ที่บริษัท fwd ประกันชีวิตจำกัดมหาชนที่หมายเลข 1351 ในวันและเวลาทำการค่ะคุณนฤมลแสงทองตกลงตามข้อความที่กล่าวมาทั้งหมดนะคะค่ะรบกวนตอบตกลงให้นิดนึงค่ะตกลงค่ะอันนี้รบกวนคุณลูกค้านะคะทวนเบอร์โทรศัพท์ที่สามารถนะคะรับ SMS ได้หน่อยค่ะคุณลูกค้าอันนี้เป็นเบอร์อะไรคะ 097-2241858 โอเคค่ะตรงนี้ข้อมูลครบถ้วนเรียบร้อยแล้วค่ะคุณลูกค้าถ้าหากว่ามีข้อมูลตรงไหนตกหล่นยะลาขออนุญาตติดต่อกลับไปสอบถามอีกครั้งนึงนะคะ,"If you have any doubts about the details of the policy details, please inquire at FWD Life Assurance Public Company Limited at number 1351 on business days and hours. Mr. Narumon Saengthong agrees with all of the above messages. Please answer a little. I agree. I'm bothering you, please. Please repeat the phone number that can receive SMS. What number is this? 097-2241858. OK, here the information is complete. Customers, if there is any information missing in Yala, please allow me. Please contact me to inquire again.","If you have any questions regarding the details of the insurance policy, please contact the FWD Life Insurance Public Company Limited at 1351 during business hours. Ms. Naruemon Saengthong agrees with all the information mentioned. Please confirm. Could the customer please repeat the phone number that can receive SMS? What is the customer's phone number? 097-2241858. Okay, the information is now complete. If any information is missing, I apologize and will contact you again to inquire further."
2205.6,2214.3,ค่ะขอบคุณที่ไว้วางใจให้ SCB protect ดูแลคุณได้ครอบครัวนะคะไทยพาณิชย์โพสต์ให้คุ้มครองคุ้มค่าเคียงข้างคุณสวัสดีค่ะสวัสดีค่ะ,"Thank you for trusting SCB protect to take care of you and your family. SCB posted to provide worthwhile protection by your side. Hello, hello.","Thank you for trusting SCB Protect to take care of you and your family. Siam Commercial Bank posts to provide protection worthy of staying by your side. Hello, hello."
